(答案),﻿題號,問題,(1) 選項1,(2) 選項2,(3) 選項3,(4) 選項4
(1),331,拼音字母「P」的讀法為何？,(1) Papa,(2) Peter,(3) Phone,(4) Paper
(3),332,拼音字母「T」的讀法為何？,(1) Tiger,(2) Table,(3) Tango,(4) Tea
(2),333,拼音字母「U」的讀法為何？,(1) Under,(2) Uniform,(3) Union,(4) Uncle
(4),334,拼音字母「W」的讀法為何？,(1) Water,(2) West,(3) White,(4) Whiskey
(1),335,拼音字母「X」的讀法為何？,(1) X-ray,(2) Xerox,(3) Xmas,(4) Xylophone
(3),336,拼音字母「Y」的讀法為何？,(1) Yellow,(2) Young,(3) Yankee,(4) Yes
(2),337,語音通訊中，代表數字「1」的拼音字元為？,(1) One,(2) Unaone,(3) Wone,(4) Alpha
(4),338,語音通訊中，代表數字「2」的拼音字元為？,(1) Two,(2) To-two,(3) Beta,(4) Bissotwo
(1),339,在 CW 通訊中，代表「數字 5」的電碼是？,(1) 滴滴滴滴滴,(2) 噠噠噠噠噠,(3) 滴滴滴噠噠,(4) 噠噠噠滴滴
(3),340,在 CW 通訊中，代表「數字 0」的電碼是？,(1) 滴滴滴滴滴,(2) 滴噠滴噠,(3) 噠噠噠噠噠,(4) 噠滴噠滴
(2),341,Q 碼「QTH?」的意思是？,(1) 你的姓名為何？,(2) 你的位置（經緯度或地名）在哪？,(3) 你的天氣如何？,(4) 你的頻率是多少？
(1),342,在短波通訊中，「Skip Zone」是指？,(1) 地波與天波反射點之間的通訊死角區,(2) 跳繩的範圍,(3) 衛星通過的區域,(4) 天線正上方
(4),343,進行 SSTV（慢描電視）通訊時，主要傳送的是？,(1) 高畫質影片,(2) 只有聲音,(3) 摩爾斯碼,(4) 靜態圖像
(2),344,「Beacon」電台的主要目的是？,(1) 播放廣告,(2) 提供信號參考以觀測電波傳播狀況,(3) 供人聊天,(4) 導航飛機
(3),345,在進行業餘無線電通訊時，應優先禮讓哪種通訊？,(1) 國外電台,(2) 功率大的電台,(3) 緊急災難救助通訊,(4) 自己的朋友
(1),346,「RST 579」在 CW 通訊中代表音質 T 是？,(1) 完美的音質,(2) 有交流聲的音質,(3) 斷斷續續的音質,(4) 慘不忍睹的音質
(4),347,在通訊結束後，雙方若想交換卡片，通常會透過？,(1) 郵局直接寄送,(2) QSL 管理員 (Manager),(3) 業餘電台管理局 (Bureau),(4) 以上皆可
(3),348,電功率的單位為何？,(1) 歐姆 (Ohm),(2) 伏特 (Volt),(3) 瓦特 (Watt),(4) 安培 (Ampere)
(1),349,電壓的單位為何？,(1) 伏特 (Volt),(2) 歐姆 (Ohm),(3) 瓦特 (Watt),(4) 安培 (Ampere)
(4),350,電流的單位為何？,(1) 瓦特 (Watt),(2) 歐姆 (Ohm),(3) 伏特 (Volt),(4) 安培 (Ampere)
(2),351,電阻的單位為何？,(1) 瓦特 (Watt),(2) 歐姆 (Ohm),(3) 伏特 (Volt),(4) 安培 (Ampere)
(1),352,歐姆定律的公式為何？（E代表電壓，I代表電流，R代表電阻）,(1) E = I × R,(2) I = E × R,(3) R = I / E,(4) E = I + R
(3),353,若一電路電壓為 12 伏特，電流為 2 安培，則電阻為多少歐姆？,(1) 24 歐姆,(2) 10 歐姆,(3) 6 歐姆,(4) 0.16 歐姆
(2),354,若一電路電壓為 12 伏特，電阻為 6 歐姆，則功率為多少瓦特？,(1) 2 瓦特,(2) 24 瓦特,(3) 72 瓦特,(4) 0.5 瓦特
(4),355,電感器的基本單位為何？,(1) 法拉 (Farad),(2) 歐姆 (Ohm),(3) 伏特 (Volt),(4) 亨利 (Henry)
(1),356,電容器的基本單位為何？,(1) 法拉 (Farad),(2) 亨利 (Henry),(3) 歐姆 (Ohm),(4) 瓦特 (Watt)
(2),357,頻率的單位為何？,(1) 歐姆,(2) 赫茲 (Hertz),(3) 安培,(4) 瓦特
(3),358,144 MHz 等於多少 Hz？,(1) 144,000 Hz,(2) 1,440,000 Hz,(3) 144,000,000 Hz,(4) 144 Hz
(1),359,當兩個 100 歐姆的電阻串聯時，總電阻為多少？,(1) 200 歐姆,(2) 100 歐姆,(3) 50 歐姆,(4) 0 歐姆
(3),360,當兩個 100 歐姆的電阻並聯時，總電阻為多少？,(1) 200 歐姆,(2) 100 歐姆,(3) 50 歐姆,(4) 25 歐姆
(2),361,二極體的主要特性為何？,(1) 雙向導通,(2) 單向導通,(3) 放大訊號,(4) 儲存電能
(4),362,三極體（電晶體）通常具備什麼功能？,(1) 只能當開關,(2) 只能整流,(3) 只能儲能,(4) 放大訊號或作為電子開關
(1),363,何謂「交流電 (AC)」？,(1) 電流方向隨時間週期性改變的電流,(2) 電流方向恆定的電流,(3) 電壓永遠是 0 的電流,(4) 電池產生的電流
(2),364,何謂「直流電 (DC)」？,(1) 電流方向隨時間改變,(2) 電流方向不隨時間改變,(3) 交流電經變壓器後的結果,(4) 閃電產生的電流
(3),365,變壓器的主要工作原理是利用？,(1) 熱電效應,(2) 光電效應,(3) 電磁感應,(4) 化學反應
(4),366,在自由空間中，無線電波的傳播速度大約為何？,(1) 每秒 340 公尺,(2) 每秒 3,000 公里,(3) 每秒 30,000 公里,(4) 每秒 300,000 公里
(1),367,波長 (λ)、頻率 (f) 與光速 (c) 的關係為何？,(1) λ = c / f,(2) f = c × λ,(3) c = f / λ,(4) λ = f / c
(2),368,145 MHz 無線電波的波長大約是多少？,(1) 1 公尺,(2) 2 公尺,(3) 10 公尺,(4) 70 公分
(3),369,433 MHz 無線電波的波長大約是多少？,(1) 2 公尺,(2) 1 公尺,(3) 70 公分,(4) 10 公分
(1),370,何謂「調幅 (AM)」？,(1) 利用訊號改變載波的振幅,(2) 利用訊號改變載波的頻率,(3) 利用訊號改變載波的相位,(4) 關閉載波
(2),371,何謂「調頻 (FM)」？,(1) 利用訊號改變載波的振幅,(2) 利用訊號改變載波的頻率,(3) 利用訊號改變載波的相位,(4) 載波頻率固定不變
(4),372,下列何種發射模式佔用的頻寬最窄？,(1) FM,(2) AM,(3) SSB,(4) CW (等幅電報)
(3),373,SSB 是哪種調變方式的簡稱？,(1) 調頻,(2) 雙側波帶,(3) 單側波帶,(4) 數位調變
(1),374,在 SSB 中，USB 代表什麼？,(1) 上側波帶,(2) 下側波帶,(3) 通用序列匯流排,(4) 超高頻波段
(2),375,在 SSB 中，LSB 代表什麼？,(1) 上側波帶,(2) 下側波帶,(3) 低速波段,(4) 漏波帶
(4),376,超外差接收機中，「中頻 (IF)」的作用為何？,(1) 增加發射功率,(2) 改變天線長度,(3) 降低電池消耗,(4) 方便進行訊號過濾與放大
(1),377,接收機的「選擇性 (Selectivity)」是指？,(1) 區分鄰近頻率訊號的能力,(2) 接收微弱訊號的能力,(3) 調整音量的能力,(4) 選擇不同天線的能力
(2),378,接收機的「靈敏度 (Sensitivity)」是指？,(1) 區分干擾的能力,(2) 接收微弱訊號的能力,(3) 機器重量的大小,(4) 螢幕亮度
(3),379,天線的「增益 (Gain)」通常是以什麼作為參考基準？,(1) 歐姆,(2) 瓦特,(3) 各向同性天線 (dBi) 或半波偶極天線 (dBd),(4) 安培
(4),380,半波偶極天線 (Half-wave Dipole) 的長度大約是波長的多少？,(1) 1 倍,(2) 2 倍,(3) 1/4 倍,(4) 1/2 倍
(1),381,1/4 波長垂直天線通常需要什麼來維持良好的發射效果？,(1) 地網 (Ground Plane),(2) 絕緣漆,(3) 放大器,(4) 塑膠外殼
(2),382,八木天線 (Yagi Antenna) 是一種？,(1) 全向性天線,(2) 指向性天線,(3) 圓形天線,(4) 地下天線
(3),383,同軸電纜線的特性阻抗，在業餘無線電中最常用的是多少歐姆？,(1) 300 歐姆,(2) 75 歐姆,(3) 50 歐姆,(4) 8 歐姆
(4),384,當天線與傳輸線阻抗不匹配時，會產生？,(1) 音量變大,(2) 頻率增加,(3) 諧波消失,(4) 駐波 (Standing Wave)
(1),385,SWR = 1.0 代表什麼意思？,(1) 完美的匹配，沒有反射功率,(2) 天線斷了,(3) 反射功率最大,(4) 功率增加一倍
(3),386,濾波器的作用為何？,(1) 增加電力,(2) 改變語言內容,(3) 允許特定頻率通過，抑制其他頻率,(4) 儲存水份
(2),387,「低通濾波器 (Low Pass Filter)」的作用是？,(1) 只讓高頻通過,(2) 只讓低於截止頻率的訊號通過,(3) 阻擋所有訊號,(4) 增加雜訊
(1),388,「高通濾波器 (High Pass Filter)」的作用是？,(1) 只讓高於截止頻率的訊號通過,(2) 只讓低頻通過,(3) 調整電壓,(4) 保護天線
(4),389,振盪器 (Oscillator) 在無線電電路中的功能為何？,(1) 放大聲音,(2) 穩定電壓,(3) 整流,(4) 產生特定頻率的射頻訊號
(2),390,混頻器 (Mixer) 的功能為何？,(1) 混合兩種聲音,(2) 將兩個不同頻率訊號結合，產生和與差的頻率,(3) 調整天線角度,(4) 清理雜訊
(3),391,功率放大器 (Power Amplifier) 的主要目的為何？,(1) 改變頻率,(2) 降低訊號強度,(3) 提升射頻訊號的功率以便發射,(4) 調整音調
(1),392,電離層中哪一層在白天最能反射短波 (HF)？,(1) F 層,(2) D 層,(3) E 層,(4) 地面層
(4),393,什麼是「諧波 (Harmonics)」？,(1) 悅耳的聲音,(2) 背景雜訊,(3) 基礎頻率的一半,(4) 基礎頻率整數倍的頻率
(2),394,若發射頻率為 145 MHz，其二次諧波頻率是多少？,(1) 72.5 MHz,(2) 290 MHz,(3) 145 MHz,(4) 435 MHz
(3),395,當 SWR 指標為 3.0 時，對發射機有什麼潛在危險？,(1) 會省電,(2) 訊號更遠,(3) 反射功率過高可能損毀功率電晶體,(4) 頻率會偏移
(1),396,假負載 (Dummy Load) 通常是一個？,(1) 無感性 50 歐姆電阻,(2) 電感器,(3) 電容器,(4) 電池
(2),397,使用假負載測試時，是否會輻射出強大的無線電波？,(1) 是,(2) 否，電能轉化為熱能而非電波輻射,(3) 視天氣而定,(4) 視頻率而定
(2),398,在電路中，並聯兩個相同容量的電容器，總電容會如何變化？,(1) 減半,(2) 加倍,(3) 不變,(4) 變為零
(1),399,在電路中，串聯兩個相同容量的電容器，總電容會如何變化？,(1) 減半,(2) 加倍,(3) 不變,(4) 消失
(3),400,「電感」的主要特性是阻礙什麼的變化？,(1) 電壓,(2) 電阻,(3) 電流,(4) 頻率
(1),401,「電容」的主要特性是阻礙什麼的變化？,(1) 電壓,(2) 電流,(3) 功率,(4) 電感
(4),402,下列何者是導體？,(1) 玻璃,(2) 塑膠,(3) 陶瓷,(4) 銅
(1),403,下列何者是絕緣體？,(1) 橡膠,(2) 銀,(3) 鋁,(4) 鹽水
(2),404,無線電發射機的「載波 (Carrier)」是指？,(1) 搬運機器的車子,(2) 未經調變的射頻正弦波,(3) 語音訊號,(4) 電源線
(3),405,調頻 (FM) 訊號的「頻偏」與什麼有關？,(1) 載波的頻率,(2) 電池的電壓,(3) 調變訊號（語音）的振幅,(4) 天線的高度
(1),406,「帶通濾波器 (Band Pass Filter)」的作用是？,(1) 只允許特定頻率範圍內的訊號通過,(2) 阻擋所有頻率,(3) 只讓直流電通過,(4) 增加諧波
(4),407,什麼是「寄生振盪」？,(1) 正常的訊號發射,(2) 電鈴的聲音,(3) 穩定的頻率輸出,(4) 電路中產生的非預期且不穩定的振盪
(2),408,天線系統中的「巴倫 (Balun)」主要功能為何？,(1) 增加發射功率,(2) 轉換平衡與不平衡傳輸線路（如雙線與同軸電纜）,(3) 當作避雷針,(4) 測量頻率
(3),409,同軸電纜線的結構由內而外依序為？,(1) 絕緣體、中心導體、隔離網、外皮,(2) 外皮、隔離網、絕緣體、中心導體,(3) 中心導體、絕緣體、隔離網、外皮,(4) 隔離網、中心導體、絕緣體、外皮
(1),410,在 144MHz 頻段，同軸電纜線長度越長，產生的損失會？,(1) 越多,(2) 越少,(3) 不變,(4) 消失
(4),411,無線電波的極化 (Polarization) 是由什麼決定的？,(1) 電池的正負極,(2) 聲音的大小,(3) 天線的重量,(4) 電場向量的振動方向（通常由天線放置方向決定）
(2),412,水平放置的偶極天線，其輻射出的電波極化方式為何？,(1) 垂直極化,(2) 水平極化,(3) 圓極化,(4) 無極化
(1),413,直立架設的 1/4 波長天線，其輻射出的電波極化方式為何？,(1) 垂直極化,(2) 水平極化,(3) 交叉極化,(4) 隨機極化
(3),414,「駐波比 (SWR)」測量儀器應該連接在何處最能反應天線現況？,(1) 電源線與插座之間,(2) 麥克風與發射機之間,(3) 發射機輸出端與傳輸線之間,(4) 接收機與喇叭之間
(4),415,當 SWR 為 1.5 時，反射功率大約是多少？,(1) 0%,(2) 50%,(3) 100%,(4) 約 4% (極小)
(2),416,什麼是「互調干擾 (Intermodulation)」？,(1) 一種好聽的音樂,(2) 兩個或多個不同頻率訊號在非線性電路中混合產生的新干擾頻率,(3) 電線短路,(4) 螢幕閃爍
(1),417,「超外差 (Superheterodyne)」接收機中的「本地振盪器 (Local Oscillator)」作用為何？,(1) 產生一個與接收頻率混合以產生中頻的訊號,(2) 直接發射電波,(3) 調整音量,(4) 幫電池充電
(3),418,接收機中的「自動增益控制 (AGC)」功能為何？,(1) 自動改變頻率,(2) 自動報呼號,(3) 穩定不同強度的訊號輸出音量,(4) 自動關機
(2),419,在射頻電路中，「遮蔽 (Shielding)」的主要目的是？,(1) 防止生鏽,(2) 防止電磁干擾洩漏或侵入,(3) 增加散熱,(4) 美化外觀
(4),420,「直流電源供應器」的作用是？,(1) 產生無線電波,(2) 測量電阻,(3) 儲存聲音,(4) 將交流市電轉換為穩定的直流電供設備使用
(1),421,無線電機中的「散熱片」主要是利用什麼原理降溫？,(1) 熱傳導與對流,(2) 蒸發,(3) 電磁感應,(4) 絕緣
(3),422,在業餘無線電通訊中，「10米波段」是指哪個頻率範圍？,(1) 144-146 MHz,(2) 7.0-7.3 MHz,(3) 28-29.7 MHz,(4) 430-440 MHz
(2),423,「全向性天線」是指在什麼方向上的輻射強度大致相等？,(1) 垂直方向,(2) 水平平面方向,(3) 所有三維空間,(4) 只有前方
(1),424,八木天線中的「反射器 (Reflector)」長度通常比「驅動元件 (Driven Element)」？,(1) 長,(2) 短,(3) 一樣長,(4) 粗
(2),425,八木天線中的「導向器 (Director)」長度通常比「驅動元件」？,(1) 長,(2) 短,(3) 一樣長,(4) 細
(4),426,同軸電纜線規格如「RG-58」或「5D-FB」，其特性阻抗通常為？,(1) 10 歐姆,(2) 75 歐姆,(3) 100 歐姆,(4) 50 歐姆
(3),427,下列哪種連接器 (Connector) 最常用於 UHF 頻段且損失較小？,(1) PL-259,(2) BNC,(3) N 型接頭,(4) RCA 接頭
(1),428,「假負載 (Dummy Load)」在測試時會發熱，這代表電能轉換成了？,(1) 熱能,(2) 光能,(3) 位能,(4) 聲能
(2),429,在數位通訊模式中，「Baud Rate」是指？,(1) 聲音的頻率,(2) 每秒傳送的符號數,(3) 電池的容量,(4) 天線的增益
(4),430,「Packet Radio」是一種利用什麼技術進行的通訊？,(1) 語音,(2) 電視,(3) 摩爾斯碼,(4) 分封交換數位技術
(3),431,無線電波的「折射」是指電波在不同介質界面發生？,(1) 反射回來,(2) 消失,(3) 傳播方向改變,(4) 頻率變倍
(1),432,「天波 (Sky Wave)」通訊主要是靠哪一層反射？,(1) 電離層,(2) 對流層,(3) 平流層,(4) 臭氧層
(2),433,「地波 (Ground Wave)」通訊在什麼頻段最為有效？,(1) 超高頻 (UHF),(2) 長波與中波 (LF/MF),(3) 極高頻 (VHF),(4) 微波
(4),434,視距通訊 (Line-of-Sight) 主要受限於？,(1) 雲層,(2) 太陽黑子,(3) 聲音大小,(4) 地球曲率與地形障礙
(1),435,什麼是「衰落 (Fading)」？,(1) 接收信號強度隨時間發生起伏的現象,(2) 機器沒電,(3) 頻率變準,(4) 聲音變好聽
(3),436,在 50MHz 頻段，偶爾出現的長距離傳播現象通常稱為？,(1) 流星餘跡,(2) 極光傳播,(3) 偶發 E 層傳播 (Sporadic E),(4) 月面反射
(2),437,「增益」的單位「dB」是？,(1) 絕對值單位,(2) 相對比例的對數單位,(3) 重量單位,(4) 長度單位
(1),438,若功率增加一倍，代表增加了多少 dB？,(1) 3 dB,(2) 6 dB,(3) 10 dB,(4) 20 dB
(3),439,若電壓增加一倍，代表增加了多少 dB？,(1) 3 dB,(2) 10 dB,(3) 6 dB,(4) 1 dB
(4),440,什麼是「截止頻率 (Cut-off frequency)」？,(1) 發射機壞掉的頻率,(2) 聲音最高頻,(3) 電池耗盡的頻率,(4) 濾波器開始大幅衰減訊號的臨界頻率
(2),441,在使用同軸電纜傳輸時，頻率越高，傳輸線的損耗會？,(1) 越小,(2) 越大,(3) 維持不變,(4) 消失
(1),442,「諧振 (Resonance)」是指電路在特定頻率下，電抗值為何？,(1) 抵消為零（純電阻性）,(2) 無窮大,(3) 負值,(4) 隨機變化
(3),443,調整天線長度使其與發射頻率相符，這個過程稱為？,(1) 放大,(2) 調變,(3) 諧振或調諧,(4) 衰減
(2),444,「陷波器 (Notch Filter)」的主要功能是？,(1) 讓所有頻率通過,(2) 針對性地大幅衰減某個特定頻率,(3) 增加低音,(4) 幫電池充電
(4),445,無線電機中的「微處理器 (CPU)」主要負責？,(1) 產生高功率射頻,(2) 接收天線訊號,(3) 焊接電路,(4) 控制頻率顯示、記憶頻道及使用者介面邏輯
(1),446,在 HF 接收機中，「雜訊抑制器 (Noise Blanker)」主要對付哪種雜訊？,(1) 脈衝式雜訊（如引擎火星塞干擾）,(2) 背景白雜訊,(3) 鄰頻語音,(4) 電視節目
(2),447,「RIT」功能在接收機中代表什麼？,(1) 增加功率,(2) 接收頻率微調（不影響發射頻率）,(3) 自動報時,(4) 錄音功能
(3),448,接收機中的「靜噪 (Squelch)」電路是根據什麼來決定是否開啟聲音？,(1) 語音的內容,(2) 電池電量,(3) 輸入訊號的強度或信噪比,(4) 環境溫度
(1),449,「VFO」代表什麼？,(1) 可變頻率振盪器,(2) 垂直頻率輸出,(3) 極高頻振盪器,(4) 音量調整器
(2),450,在 FM 發射機中，若調變過度 (Over-modulation) 會造成？,(1) 訊號變強,(2) 佔用頻寬過大並干擾鄰近頻道,(3) 省電,(4) 頻率變低
(4),451,什麼是「多徑傳播 (Multipath propagation)」？,(1) 只有一條路徑,(2) 電波在空中消失,(3) 電線太多,(4) 同一信號經由不同路徑抵達接收端產生的現象
(1),452,無線電波在對流層中因密度不均產生的傳播現象稱為？,(1) 對流層散射 (Tropospheric scatter),(2) 電離層反射,(3) 月面反射,(4) 地面波
(3),453,天線的「垂直輻射角度」較低時，通常有利於？,(1) 近距離通訊,(2) 聽收音機,(3) 遠距離 (DX) 通訊,(4) 增加噪音
(2),454,「2米波段」的頻率範圍大約是？,(1) 28-29.7 MHz,(2) 144-148 MHz,(3) 430-440 MHz,(4) 7.0-7.3 MHz
(4),455,「70公分波段」的頻率範圍大約是？,(1) 144-146 MHz,(2) 50-54 MHz,(3) 1.8-2.0 MHz,(4) 430-440 MHz
(1),456,下列何者是測量射頻功率的常用單位？,(1) dBm 或 瓦特,(2) 歐姆,(3) 攝氏,(4) 升
(3),457,「假負載」的阻抗應該是多少歐姆才能模擬標準業餘天線？,(1) 0 歐姆,(2) 75 歐姆,(3) 50 歐姆,(4) 300 歐姆
(2),458,在接收機中，「前置放大器 (Pre-amplifier)」應安裝在何處效果最好？,(1) 喇叭旁邊,(2) 儘可能靠近天線端,(3) 電源供應器內,(4) 麥克風內
(1),459,什麼是「數位訊號處理 (DSP)」？,(1) 利用數學運算對訊號進行過濾、降噪等處理技術,(2) 用手撥號,(3) 增加電池壽命,(4) 調整螢幕顏色
(4),460,「APRS」通訊系統主要結合了無線電與什麼技術？,(1) 電視,(2) 傳真,(3) 藍牙,(4) 全球定位系統 (GPS)
(2),461,無線電波的「波長」是指？,(1) 電線的厚度,(2) 電波在一個週期內傳播的距離,(3) 機器的高度,(4) 通訊的時間長短
(3),462,在 FM 接收機中，哪一個電路負責將射頻訊號還原成語音？,(1) 混頻器,(2) 振盪器,(3) 鑑頻器 (Discriminator) 或解調器,(4) 濾波器
(1),463,「平衡式調變器 (Balanced Modulator)」在 SSB 發射機中的作用是？,(1) 抑制載波產生雙側波帶訊號,(2) 增加音量,(3) 調整電壓,(4) 保護天線
(4),464,當兩台發射機頻率非常接近時，可能會在接收端產生？,(1) 音樂,(2) 拍頻 (Beat) 或干擾聲,(3) 頻率加倍,(4) 什麼都聽不見
(2),465,「電場」與「磁場」互相垂直交替產生，並向外傳播的現象稱為？,(1) 聲波,(2) 電磁波,(3) 水波,(4) 地震波
(1),466,下列何種材料最適合製作高頻電路的遮蔽盒？,(1) 鋁或銅等金屬,(2) 木頭,(3) 塑膠,(4) 玻璃
(3),467,發射機的「頻率穩定度」是指？,(1) 聲音的高低,(2) 功率的大小,(3) 發射頻率隨時間或溫度漂移的程度,(4) 天線的長度
(4),468,在業餘無線電中，「15米波段」是指？,(1) 14 MHz,(2) 7 MHz,(3) 28 MHz,(4) 21 MHz
(2),469,「電離層」的產生主要是受到什麼的照射？,(1) 月光,(2) 太陽紫外線與 X 射線,(3) 閃電,(4) 燈火
(1),470,「臨界頻率 (Critical Frequency)」是指電波能被電離層反射回來的？,(1) 最高垂直頻率,(2) 最低頻率,(3) 平均頻率,(4) 固定頻率
(3),471,在傳輸線中，損耗最小的是？,(1) 便宜的同軸電纜,(2) 細的同軸電纜,(3) 空氣絕緣的開放式平行線,(4) 電話線
(4),472,同軸電纜的「縮短率 (Velocity Factor)」是指？,(1) 導線變短的速度,(2) 機器運算速度,(3) 電磁波在電纜中與在真空中傳播速度的比值,(4) 減肥的速度
(2),473,天線的「頻寬」是指？,(1) 天線的重量範圍,(2) 天線能維持良好匹配（如 SWR<2.0）的作業頻率範圍,(3) 天線的高度範圍,(4) 價格範圍
(1),474,「地網」對垂直天線的作用是？,(1) 提供一個鏡像反射面以形成完整的偶極效果,(2) 收集雨水,(3) 增加天線重量,(4) 防止鳥類停留
(3),475,「J 型天線 (J-Pole)」是一種？,(1) 只有 J 等人員能用的天線,(2) 水平天線,(3) 饋電匹配的半波垂直天線,(4) 圓形天線
(4),476,使用「天線調諧器 (Antenna Tuner)」的主要目的是？,(1) 讓天線長度變長,(2) 增加太陽黑子,(3) 改變發射模式,(4) 使發射機看到的阻抗匹配，以保護發射機並傳送能量
(2),477,「線性放大器 (Linear Amplifier)」的主要特性是？,(1) 只能放大 FM,(2) 輸出訊號與輸入訊號成線性比例，不失真地放大訊號,(3) 體積非常小,(4) 不需要電源
(1),478,「諧振電路」是由哪些元件組成的？,(1) 電感器與電容器,(2) 電阻器與電池,(3) 開關與燈泡,(4) 喇叭與麥克風
(3),479,在 144MHz 頻段，若 SWR 為 2.0，發射機的保護電路可能會？,(1) 增加功率,(2) 發出警報音樂,(3) 開始自動降低輸出功率以保護機件,(4) 讓頻率加倍
(4),480,什麼是「雜散輻射 (Spurious Radiation)」？,(1) 正常的訊號,(2) 月亮的反射,(3) 太陽的熱能,(4) 除必要發射外的任何頻率輻射（如諧波、寄生發射）
(2),481,「Q 值 (Quality Factor)」在諧振電路中代表？,(1) 電池的品質,(2) 電路的選擇性或能量儲存效率,(3) 呼號的長度,(4) 聲音的好聽程度
(1),482,接收機的「鏡像頻率 (Image Frequency)」干擾是哪種接收機的特性？,(1) 超外差接收機,(2) 礦石收音機,(3) 數位接收機,(4) 所有接收機都沒有
(3),483,「RF Gain」控制的作用是？,(1) 調整螢幕顏色,(2) 調整發射功率,(3) 調整接收機射頻放大級的增益,(4) 調整鬧鐘時間
(2),484,在業餘衛星通訊中，使用「圓極化」天線的優點是？,(1) 天線比較美觀,(2) 減少因衛星自旋引起的信號衰落,(3) 省電,(4) 增加衛星壽命
(4),485,無線電波的「繞射 (Diffraction)」是指電波？,(1) 穿透牆壁,(2) 被反射回來,(3) 消失在空中,(4) 繞過障礙物邊緣繼續傳播的現象
(1),486,「D 層」電離層在晚上的狀態為何？,(1) 幾乎消失,(2) 變得最強,(3) 變成 F 層,(4) 變成紅色
(3),487,「40米波段」是指哪個頻率？,(1) 14 MHz,(2) 21 MHz,(3) 7 MHz,(4) 3.5 MHz
(2),488,「160米波段」是指哪個頻率？,(1) 3.5 MHz,(2) 1.8 MHz,(3) 7 MHz,(4) 144 MHz
(4),489,「80米波段」是指哪個頻率？,(1) 1.8 MHz,(2) 7 MHz,(3) 14 MHz,(4) 3.5 MHz
(1),490,「20米波段」是指哪個頻率？,(1) 14 MHz,(2) 21 MHz,(3) 28 MHz,(4) 7 MHz
(3),491,「6米波段」是指哪個頻率？,(1) 144 MHz,(2) 430 MHz,(3) 50 MHz,(4) 28 MHz
(2),492,「電磁感應」是誰發現的物理定律？,(1) 愛因斯坦,(2) 法拉第,(3) 牛頓,(4) 貝爾
(4),493,當頻率增加一倍，波長會？,(1) 增加一倍,(2) 不變,(3) 增加四倍,(4) 減為一半
(1),494,「變容二極體」在電路中常被用來？,(1) 調整頻率（當作可變電容）,(2) 發光,(3) 當作電池,(4) 放大聲音
(3),495,「齊納二極體 (Zener Diode)」常用於？,(1) 放大訊號,(2) 當作天線,(3) 電壓穩定（穩壓）,(4) 整流
(2),496,接收機中的「BFO」作用是為了接收哪種訊號？,(1) FM,(2) CW 或 SSB,(3) AM,(4) 電視
(4),497,「假負載」在測試結束後感覺燙手，是因為它把電能消耗在？,(1) 磁場,(2) 靜電,(3) 光能,(4) 熱能
(1),498,「電橋 (Bridge)」電路常用於測量？,(1) 阻抗、電感或電容,(2) 體重,(3) 濕度,(4) 風速
(3),499,同軸電纜中的「屏蔽網」主要作用是？,(1) 讓線變漂亮,(2) 增加抗拉強度,(3) 防止電磁能量洩漏並阻擋外界干擾,(4) 傳導直流電
(2),500,「1/4 波長整流管」可以當作？,(1) 電池,(2) 阻抗轉換器或陷波器,(3) 喇叭,(4) 天線支架
(1),501,發射機輸出端的「低通濾波器」能有效抑制？,(1) 高頻諧波干擾,(2) 低頻雜音,(3) 電源漣波,(4) 語音失真
(4),502,無線電波在「視距」之外還能傳播的原因不包括？,(1) 折射,(2) 繞射,(3) 電離層反射,(4) 光合作用
(2),503,「太陽黑子週期」大約是幾年？,(1) 1 年,(2) 11 年,(3) 50 年,(4) 100 年
(3),504,「MUF」代表什麼意思？,(1) 最小使用頻率,(2) 機器損壞頻率,(3) 最高可用頻率 (Maximum Usable Frequency),(4) 音量最大值
(1),505,什麼是「衰減器 (Attenuator)」？,(1) 降低訊號強度的裝置,(2) 增加功率的裝置,(3) 改變頻率的裝置,(4) 錄音機
(4),506,接收機的「動態範圍」是指？,(1) 體積大小,(2) 頻道數量,(3) 價格高低,(4) 能處理的最強訊號與最弱訊號之間的比值
(2),507,「PLL」鎖相迴路技術常用於？,(1) 調整天線高度,(2) 頻率合成與穩定,(3) 增加電池電量,(4) 美化聲音
(1),508,「三階互調產物 (IMD3)」在線性放大器中越低代表？,(1) 訊號越純淨，失真越小,(2) 功率越大,(3) 頻率越高,(4) 機器越熱
(3),509,當天線與阻抗不匹配時，傳輸線上的電壓分布會形成？,(1) 直線,(2) 圓圈,(3) 駐波,(4) 消失
(2),510,「分貝 (dB)」增加 10dB 代表功率增加？,(1) 2 倍,(2) 10 倍,(3) 100 倍,(4) 1.25 倍
(4),511,「分貝 (dB)」減少 3dB 代表功率變為？,(1) 1/10,(2) 1/4,(3) 0,(4) 1/2
(1),512,「信噪比 (S/N)」越高代表？,(1) 通訊品質越好，訊號明顯高於雜訊,(2) 雜訊太多,(3) 頻率太高,(4) 功率太小
(3),513,「微波」是指頻率在多少以上的電波？,(1) 1 MHz,(2) 30 MHz,(3) 1 GHz,(4) 10 Hz
(2),514,天線的「前向後比 (F/B ratio)」是指？,(1) 天線的前後長度比,(2) 主輻射方向與相反方向輻射強度的比值,(3) 價格比,(4) 機器重量比
